Row,ID,Height,Weight (in),Release Clause (Eur),Value (Eur),Wage (Eur)
698,177633,68,150,242000000,115000000,31000
699,177358,73,165,19000000,10000000,92000
700,176944,76,187,213000000,115000000,120000
701,176731,74,187,147000000,7000000,1000
702,176550,72,176,,85000000,80000
703,173426,76,192,152000000,8000000,76000
704,172723,78,183,143000000,75000000,52000
705,170797,71,161,17000000,10000000,32000
706,169705,70,187,19000000,10000000,53000
707,169115,72,181,119000000,7000000,30000
708,164859,69,150,238000000,125000000,105000
709,164029,70,165,137000000,65000000,31000
710,163264,74,203,133000000,7000000,45000
711,161648,70,163,209000000,11000000,38000
712,160741,74,185,145000000,85000000,37000
713,159065,68,165,172000000,8000000,22000
714,158232,72,170,17000000,10000000,34000
715,158133,70,185,158000000,75000000,1000
716,157301,73,187,209000000,11000000,55000
717,152908,69,143,13000000,7000000,110000
718,150724,77,201,143000000,75000000,45000
719,142707,69,159,9000000,6000000,22000
720,137351,69,172,65000000,38000000,28000
721,124375,74,170,20000000,10000000,41000
722,121933,75,187,117000000,65000000,25000
723,108080,72,168,68000000,36000000,94000
724,53050,76,181,124000000,65000000,34000
725,80,67,159,76000000,4000000,23000
726,242348,74,181,305000000,14000000,25000
727,240130,73,174,308000000,14000000,10000
728,235805,69,154,304000000,16000000,46000
729,235374,69,148,244000000,13000000,15000
730,235212,71,161,,125000000,49000
731,232862,65,141,322000000,14000000,12000
732,232432,72,192,,155000000,12000
733,232244,66,154,228000000,12000000,24000
734,231691,76,181,266000000,14000000,12000
735,231281,71,152,294000000,14000000,36000
736,230988,70,154,308000000,14000000,12000
737,230431,74,187,171000000,9000000,27000
738,230360,69,165,135000000,75000000,29000
739,230269,69,157,95000000,5000000,30000
740,230184,66,143,143000000,75000000,34000
741,230020,73,152,247000000,125000000,33000
742,229984,70,170,263000000,125000000,43000
743,229406,72,170,27000000,13000000,15000
744,228881,69,154,276000000,145000000,52000
745,228618,70,161,273000000,13000000,47000
746,228251,73,170,266000000,14000000,51000
747,227476,74,181,249000000,12000000,17000
748,226766,64,143,336000000,14000000,1000
749,226379,74,185,9000000,6000000,15000
750,226377,68,165,199000000,135000000,25000
751,226168,71,165,266000000,14000000,22000
752,226078,70,172,27000000,13000000,15000
753,225309,71,161,276000000,145000000,27000
754,225161,72,174,304000000,135000000,81000
755,225100,74,170,305000000,145000000,61000
756,224458,70,161,326000000,155000000,56000
757,224309,72,163,294000000,135000000,22000
758,224116,75,183,21000000,105000000,19000
759,224031,73,187,222000000,125000000,46000
760,223952,76,187,196000000,9000000,18000
761,223874,68,154,277000000,14000000,25000
762,223689,78,185,231000000,13000000,48000
763,223627,75,190,179000000,105000000,47000
764,222994,69,174,189000000,12000000,20000
765,222709,71,170,17000000,10000000,43000
766,221342,68,154,247000000,13000000,24000
767,220523,77,207,263000000,125000000,68000
768,220407,75,176,168000000,85000000,39000
769,219693,73,190,207000000,105000000,25000
770,217940,69,157,218000000,10000000,23000
771,216816,71,179,285000000,15000000,53000
772,216700,71,168,184000000,125000000,23000
773,216655,71,170,178000000,10000000,44000
774,216435,67,141,322000000,14000000,22000
775,216393,69,159,336000000,16000000,47000
776,216373,69,152,15000000,75000000,15000
777,216266,71,157,227000000,115000000,47000
778,216189,69,163,228000000,105000000,23000
779,216065,76,192,,9000000,22000
780,215792,72,170,217000000,11000000,55000
781,215466,76,192,195000000,11000000,54000
782,215333,74,194,,12000000,41000
783,215330,74,170,249000000,14000000,42000
784,215259,70,163,231000000,13000000,29000
785,214766,73,196,112000000,8000000,25000
786,214394,70,157,20000000,125000000,20000
787,214026,73,161,228000000,105000000,28000
788,213732,74,187,207000000,95000000,1000
789,213655,73,165,294000000,14000000,81000
790,213400,70,150,222000000,125000000,76000
791,213296,74,172,24000000,135000000,29000
792,212977,75,179,228000000,12000000,24000
793,212811,72,187,267000000,135000000,44000
794,212501,74,194,,12000000,18000
795,212213,68,150,259000000,125000000,16000
796,212196,68,152,322000000,14000000,25000
797,212187,70,170,195000000,11000000,22000
798,212153,75,170,204000000,115000000,46000
799,211706,70,154,294000000,135000000,31000
800,210935,72,159,249000000,14000000,50000
801,210665,74,181,178000000,10000000,45000
802,210513,66,148,,125000000,15000
803,209307,73,187,151000000,85000000,10000
804,208777,69,139,28000000,135000000,13000
805,208620,71,168,186000000,105000000,29000
806,208520,72,154,152000000,8000000,44000
807,208450,70,157,287000000,14000000,91000
808,208330,73,168,322000000,14000000,29000
809,208268,73,176,,15000000,26000
810,208104,74,168,197000000,95000000,12000
811,207948,71,161,277000000,14000000,57000
812,207791,76,172,231000000,13000000,48000
813,207421,68,148,238000000,14000000,17000
814,206511,72,163,24000000,135000000,40000
815,206058,72,172,181000000,105000000,78000
816,205976,71,159,272000000,125000000,29000
817,205943,72,165,145000000,85000000,57000
818,205850,74,187,179000000,105000000,39000
819,205659,72,172,20000000,105000000,21000
820,205633,72,172,17000000,10000000,36000
821,205431,74,183,234000000,125000000,38000
822,205083,70,157,20000000,10000000,28000
823,204838,74,179,,12000000,15000
824,204819,74,183,209000000,11000000,31000
825,204385,71,176,16000000,11000000,20000
826,204259,70,159,223000000,105000000,46000
827,204240,73,187,176000000,85000000,24000
828,203895,68,159,189000000,12000000,19000
829,203886,69,163,181000000,115000000,23000
830,203487,74,196,237000000,12000000,39000
831,203485,74,154,237000000,12000000,39000
832,203299,71,172,,11000000,14000
833,202935,72,165,207000000,95000000,32000
834,202851,70,170,,11000000,64000
835,202642,69,176,239000000,11000000,1000
836,201262,67,141,179000000,105000000,30000
837,201046,72,161,,125000000,56000
838,200677,73,172,208000000,10000000,26000
839,200607,74,170,198000000,10000000,48000
840,200529,74,187,20000000,105000000,66000
841,199986,70,168,147000000,7000000,23000
842,199915,76,194,217000000,11000000,46000
843,199827,73,179,126000000,9000000,24000
844,199602,73,174,283000000,13000000,29000
845,199577,73,170,25000000,115000000,17000
846,199576,72,183,207000000,105000000,46000
847,199354,71,161,20000000,105000000,85000
848,198648,70,165,209000000,95000000,1000
849,198513,72,187,207000000,95000000,6000
850,197948,74,196,198000000,10000000,46000
851,197242,73,187,207000000,95000000,1000
852,197225,67,152,15000000,10000000,11000
853,196934,71,165,257000000,13000000,47000
854,143001,67,176,7000000,5000000,26000
855,184477,73,192,176000000,105000000,16000
856,182945,70,154,20000000,10000000,32000
857,158626,69,168,105000000,55000000,31000
858,172962,70,170,204000000,11000000,105000
859,173474,68,152,143000000,95000000,39000
860,178085,71,172,20000000,95000000,30000
861,189606,72,190,128000000,75000000,53000
862,171688,70,146,21000000,10000000,13000
863,158121,74,194,124000000,65000000,32000
864,153260,71,172,,0,18000
865,193198,74,161,,105000000,19000
866,184252,74,201,14000000,10000000,28000
867,186302,67,143,17000000,10000000,29000
868,159171,69,159,136000000,8000000,41000
869,193476,67,157,20000000,105000000,36000
870,187598,73,165,178000000,10000000,27000
871,174543,72,176,45000000,24000000,50000
872,180432,71,170,129000000,6000000,19000
873,186581,72,163,10000000,8000000,12000
874,187607,77,201,,0,0
875,182744,73,179,56000000,29000000,51000
876,161754,73,181,147000000,7000000,23000
877,163806,70,165,137000000,65000000,19000
878,182495,71,172,119000000,7000000,44000
879,189156,71,176,168000000,8000000,18000
880,169706,72,165,19000000,10000000,58000
881,173546,76,163,178000000,9000000,53000
882,180714,77,209,126000000,6000000,1000
883,170733,70,146,162000000,9000000,49000
884,189165,72,176,247000000,125000000,50000
885,156142,73,176,189000000,9000000,1000
886,178415,70,174,143000000,95000000,26000
887,178416,70,165,19000000,10000000,50000
888,164082,68,165,76000000,4000000,45000
889,193011,73,181,162000000,85000000,58000
890,150516,72,183,81000000,65000000,11000
891,173306,71,168,,7000000,54000
892,172287,72,163,126000000,6000000,24000
893,184575,68,154,15000000,10000000,11000
894,205569,68,146,237000000,12000000,41000
895,177666,73,176,136000000,8000000,31000
896,185090,71,163,,9000000,25000
897,229636,74,168,177000000,12000000,15000
898,167431,68,159,128000000,75000000,34000
899,236295,71,159,,11000000,18000
900,177159,72,163,145000000,85000000,29000
901,215051,75,181,,7000000,13000
902,183820,68,143,17000000,85000000,30000
903,189196,72,187,145000000,85000000,27000
904,208141,74,181,239000000,115000000,11000
905,146701,74,181,76000000,36000000,22000
906,181262,72,185,98000000,65000000,26000
907,203535,69,165,17000000,115000000,13000
908,199952,67,148,162000000,95000000,27000
909,203280,71,161,171000000,9000000,49000
910,156432,76,187,7000000,47000000,26000
911,135697,69,159,86000000,41000000,23000
912,183569,75,201,167000000,9000000,75000
913,146963,71,174,29000000,21000000,16000
914,212755,71,165,148000000,10000000,13000
915,219411,67,165,207000000,105000000,45000
916,220948,74,176,218000000,10000000,1000
917,187924,73,159,198000000,10000000,32000
918,207894,74,170,119000000,7000000,27000
919,175895,72,174,128000000,85000000,24000
920,176919,76,207,8000000,5000000,38000
921,214040,68,159,118000000,8000000,22000
922,220697,69,161,273000000,13000000,45000
923,162329,71,157,61000000,36000000,35000
924,184089,69,148,128000000,85000000,19000
925,198683,71,159,207000000,105000000,51000
926,135451,75,209,11000000,600000,25000
927,186395,68,168,171000000,9000000,49000
928,188955,70,176,,9000000,26000
929,146460,72,163,57000000,27000000,28000
930,230685,71,161,217000000,11000000,51000
931,219681,69,154,198000000,10000000,34000
932,231969,71,187,181000000,115000000,17000
933,186146,73,161,181000000,95000000,95000
934,221219,76,176,231000000,105000000,10000
935,200228,73,190,174000000,8000000,23000
936,210212,68,154,181000000,95000000,53000
937,202789,74,185,131000000,7000000,19000
938,224294,69,157,263000000,125000000,44000
939,215079,69,176,91000000,65000000,24000
940,230183,73,161,124000000,65000000,26000
941,110376,71,159,154000000,7000000,23000
942,211241,67,143,185000000,85000000,22000
943,185132,74,174,179000000,85000000,25000
944,190765,71,172,198000000,10000000,47000
945,163631,67,154,65000000,34000000,74000
946,183855,75,190,124000000,65000000,65000
947,200752,73,183,128000000,75000000,51000
948,196144,73,176,,8000000,22000
949,221491,74,172,209000000,11000000,19000
950,196147,76,183,151000000,7000000,17000
951,157492,68,157,63000000,45000000,10000
952,182836,76,174,171000000,9000000,80000
953,204341,74,157,,0,0
954,142902,75,198,76000000,36000000,1000
955,196150,70,179,77000000,55000000,6000
956,227127,75,183,207000000,9000000,15000
957,199737,70,161,19000000,95000000,17000
958,223033,72,176,179000000,105000000,15000
959,213051,71,163,178000000,9000000,76000
960,214332,72,179,147000000,7000000,24000
961,209981,76,172,163000000,75000000,22000
962,189757,75,194,189000000,9000000,1000
963,215871,71,172,227000000,115000000,41000
964,219455,71,170,261000000,12000000,24000
965,230463,70,157,162000000,85000000,35000
966,183871,68,146,145000000,85000000,34000
967,205632,74,185,237000000,12000000,38000
968,169792,73,185,171000000,9000000,41000
969,162369,74,181,94000000,55000000,31000
970,189250,73,216,,9000000,41000
971,189506,69,159,137000000,65000000,26000
972,203843,68,150,137000000,65000000,22000
973,148803,73,183,66000000,47000000,20000
974,216643,70,161,221000000,105000000,44000
975,193862,76,190,14000000,7000000,14000
976,204105,70,172,176000000,85000000,19000
977,186953,74,163,11000000,55000000,24000
978,192073,70,165,153000000,9000000,75000
979,192841,66,132,94000000,55000000,20000
980,220746,67,150,275000000,125000000,11000
981,226378,70,205,126000000,9000000,27000
982,178250,70,170,105000000,5000000,22000
983,206411,73,165,189000000,9000000,1000
984,202316,72,181,119000000,7000000,33000
985,140620,74,187,85000000,5000000,30000
986,214092,72,163,261000000,12000000,1000
987,179789,72,181,124000000,65000000,30000
988,115533,76,196,68000000,36000000,44000
989,191053,70,168,136000000,8000000,42000
990,182862,68,161,5000000,25000000,13000
991,190799,72,172,13000000,65000000,24000
992,152912,72,174,45000000,32000000,3000
993,155984,71,172,105000000,5000000,22000
994,137809,67,159,89000000,47000000,50000
995,214097,70,150,227000000,115000000,28000
996,193361,72,168,,95000000,31000
997,223058,72,163,,0,0
998,152916,69,159,76000000,45000000,26000
999,194644,69,161,158000000,8000000,43000
1000,185174,72,170,153000000,9000000,34000
1001,195671,74,185,171000000,9000000,53000
1002,201049,72,172,,85000000,53000
1003,153177,69,170,112000000,8000000,26000
1004,233049,71,168,276000000,145000000,22000
1005,167514,72,159,58000000,34000000,41000
1006,207707,70,163,124000000,65000000,54000
1007,220253,69,152,281000000,125000000,115000
1008,183389,71,176,,0,0
1009,188253,71,159,143000000,75000000,74000
1010,192350,66,137,144000000,9000000,54000
1011,193887,71,157,179000000,85000000,29000
1012,140384,74,172,10000000,8000000,11000
1013,176994,72,181,11000000,55000000,15000
1014,182882,72,181,95000000,5000000,65000
1015,183394,74,201,167000000,9000000,79000
1016,229476,74,165,22000000,11000000,22000
1017,225126,73,152,208000000,10000000,21000
1018,215399,72,176,242000000,105000000,26000
1019,154472,74,159,67000000,32000000,20000
1020,181098,71,159,46000000,27000000,31000
1021,193130,72,157,,95000000,47000
1022,185195,72,165,194000000,9000000,16000
1023,188268,67,148,128000000,85000000,22000
1024,188524,76,190,138000000,7000000,21000
1025,223597,68,157,197000000,95000000,23000
1026,227950,72,172,242000000,105000000,19000
1027,50542,67,143,77000000,41000000,49000
1028,172143,70,172,91000000,65000000,19000
1029,235889,68,146,276000000,145000000,46000
1030,208498,71,170,173000000,11000000,40000
