Id;Location;Year;Kilometers_Driven;Fuel_Type
742;Delhi;2014;35214;Petrol
743;Delhi;2015;63000;Diesel
744;Kochi;2012;121377;Petrol
745;Chennai;2009;100970;Diesel
746;Hyderabad;2014;60000;Diesel
747;Chennai;2008;77650;Diesel
748;Hyderabad;2007;71297;Petrol
749;Mumbai;2008;55001;Diesel
750;Bangalore;2015;18955;Petrol
751;Coimbatore;2016;47877;Diesel
752;Kochi;2017;43368;Diesel
753;Chennai;2011;73000;Diesel
754;Ahmedabad;2015;72007;Diesel
755;Kochi;2014;56778;Petrol
756;Kochi;2018;20024;Petrol
757;Kolkata;2013;42103;Petrol
758;Hyderabad;2012;67147;Petrol
759;Coimbatore;2016;37806;Petrol
760;Pune;2009;85000;Petrol
761;Chennai;2011;35000;Petrol
762;Kolkata;2015;72035;Diesel
763;Jaipur;2011;48500;Petrol
764;Coimbatore;2017;28854;Petrol
765;Hyderabad;2005;92450;Petrol
766;Coimbatore;2016;14351;Diesel
767;Jaipur;2017;51087;Diesel
768;Chennai;2005;50000;Diesel
769;Hyderabad;2016;73000;Diesel
770;Ahmedabad;2011;60000;Diesel
771;Chennai;2016;50000;Diesel
772;Coimbatore;2018;36797;Diesel
773;Kolkata;2011;50000;Petrol
774;Ahmedabad;2013;94000;Diesel
775;Bangalore;2013;74000;Diesel
776;Coimbatore;2014;41016;Petrol
777;Bangalore;2012;67000;Diesel
778;Bangalore;2015;76927;Diesel
779;Kolkata;2010;17088;Petrol
780;Pune;2007;112808;Diesel
781;Coimbatore;2014;74980;Diesel
782;Hyderabad;2014;44600;Petrol
783;Mumbai;2013;37000;Diesel
784;Ahmedabad;2016;21000;Petrol
785;Bangalore;2010;81245;Petrol
786;Delhi;2013;70000;Diesel
787;Mumbai;2017;4018;Petrol
788;Delhi;2013;70000;Diesel
789;Coimbatore;2016;56532;Diesel
790;Hyderabad;2013;26875;Petrol
791;Coimbatore;2015;72599;Petrol
792;Jaipur;2008;205000;Diesel
793;Hyderabad;2011;98000;Diesel
794;Mumbai;2018;19500;Petrol
795;Bangalore;2013;68000;Petrol
796;Coimbatore;2019;19654;Diesel
797;Mumbai;2017;26000;Diesel
798;Bangalore;2015;10000;Petrol
799;Hyderabad;2011;75020;Diesel
800;Hyderabad;2011;157000;Diesel
801;Kochi;2017;43773;Diesel
802;Mumbai;2016;21000;Diesel
803;Chennai;2016;23280;Petrol
804;Pune;2013;88000;Diesel
805;Hyderabad;2014;67000;Petrol
806;Coimbatore;2017;59636;Diesel
807;Kolkata;2018;11000;Petrol
808;Mumbai;2013;60669;Petrol
809;Hyderabad;2018;12000;Diesel
810;Kolkata;2013;35000;Petrol
811;Chennai;2015;65000;Diesel
812;Kochi;2013;39929;Diesel
813;Pune;2014;49000;Petrol
814;Pune;2004;77757;Diesel
815;Kochi;2016;21456;Petrol
816;Bangalore;2009;74000;Diesel
817;Mumbai;2015;37000;Petrol
818;Coimbatore;2013;108640;Diesel
819;Mumbai;2016;38000;Diesel
820;Pune;2010;80000;Petrol
821;Mumbai;2011;47000;Diesel
822;Kolkata;2013;31000;Diesel
823;Kolkata;2014;40000;Petrol
824;Jaipur;2016;4152;Petrol
825;Mumbai;2017;51000;Diesel
826;Ahmedabad;2013;55000;Diesel
827;Hyderabad;2014;58500;Petrol
828;Kochi;2017;58620;Petrol
829;Mumbai;2012;29605;Petrol
830;Jaipur;2012;71172;Petrol
831;Chennai;2017;12000;Diesel
832;Kolkata;2014;25000;Petrol
833;Bangalore;2017;43000;Diesel
834;Mumbai;2015;57022;Petrol
835;Pune;2015;92000;Diesel
836;Coimbatore;2014;33372;Petrol
837;Kochi;2016;52625;Diesel
838;Chennai;2016;215000;Diesel
839;Delhi;2012;65537;CNG
840;Coimbatore;2014;60138;Petrol
841;Mumbai;2014;84000;Diesel
842;Mumbai;2014;47000;Diesel
843;Hyderabad;2014;33450;Petrol
844;Jaipur;2013;125000;Diesel
845;Pune;2011;99606;Diesel
846;Mumbai;2014;64000;Diesel
847;Hyderabad;2013;51000;Diesel
848;Mumbai;2014;57000;Petrol
849;Coimbatore;2009;48040;Diesel
850;Pune;2017;43200;Diesel
851;Delhi;2013;66000;Diesel
852;Kolkata;2013;31000;Petrol
853;Delhi;2011;46000;Diesel
854;Kolkata;2012;47346;Diesel
855;Jaipur;2009;100000;Diesel
856;Coimbatore;2015;63856;Petrol
857;Coimbatore;2015;72996;Diesel
858;Chennai;2014;23000;Diesel
859;Coimbatore;2018;15985;Petrol
860;Kolkata;2011;98000;Diesel
861;Hyderabad;2014;70089;Petrol
862;Chennai;2011;99000;Diesel
863;Jaipur;2014;72000;Diesel
864;Coimbatore;2015;44194;Diesel
865;Mumbai;2005;102000;Petrol
866;Coimbatore;2018;56652;Diesel
867;Mumbai;2010;41650;Diesel
868;Coimbatore;2015;61717;Petrol
869;Jaipur;2018;25302;Diesel
870;Coimbatore;2016;47016;Petrol
871;Bangalore;2010;69000;Petrol
872;Delhi;2016;32700;Petrol
873;Coimbatore;2015;101337;Diesel
874;Ahmedabad;2011;59000;Diesel
875;Kochi;2018;41736;Diesel
876;Jaipur;2014;71649;Diesel
877;Kochi;2015;80606;Diesel
878;Jaipur;2017;63262;Petrol
879;Hyderabad;2018;5456;Diesel
880;Pune;2017;7500;Petrol
881;Delhi;2011;66000;Diesel
882;Jaipur;2010;66770;Petrol
883;Kochi;2014;58472;Petrol
884;Kolkata;2011;46687;Petrol
885;Chennai;2008;77000;Petrol
886;Kolkata;2012;7000;Petrol
887;Mumbai;2011;48000;Petrol
888;Mumbai;2013;47000;Diesel
889;Ahmedabad;2015;51530;Petrol
890;Bangalore;2014;25789;Diesel
891;Delhi;2015;48000;Diesel
892;Delhi;2012;52000;Diesel
893;Hyderabad;2010;95637;CNG
894;Hyderabad;2008;131000;Diesel
895;Kochi;2015;42076;Diesel
896;Mumbai;2012;76000;Diesel
897;Bangalore;2016;20487;Petrol
898;Delhi;2010;43000;Petrol
899;Pune;2018;17000;Petrol
900;Coimbatore;2016;60805;Diesel
901;Kochi;2012;58775;Diesel
902;Hyderabad;2013;70181;Diesel
903;Coimbatore;2016;85827;Diesel
904;Jaipur;2016;58205;Diesel
905;Mumbai;2008;91000;Diesel
906;Pune;2012;74000;Diesel
907;Hyderabad;2010;79324;Diesel
908;Bangalore;2013;38623;Petrol
909;Coimbatore;2014;59923;Diesel
910;Jaipur;2017;23360;Petrol
911;Kochi;2003;61495;Petrol
912;Coimbatore;2012;56661;Petrol
913;Coimbatore;2017;40318;Diesel
914;Chennai;2014;60000;Diesel
915;Pune;2008;103000;Diesel
916;Hyderabad;2010;130000;Diesel
917;Mumbai;2013;20000;Diesel
918;Hyderabad;2016;76000;Diesel
919;Mumbai;2015;30000;Petrol
920;Delhi;2015;150000;Diesel
921;Chennai;2014;28000;Petrol
922;Bangalore;2015;74000;Petrol
923;Delhi;2011;75000;Diesel
924;Delhi;2010;76000;Petrol
925;Pune;2014;64889;Diesel
926;Hyderabad;2010;10000;Petrol
927;Kolkata;2015;43000;Diesel
928;Pune;2011;47490;Petrol
929;Chennai;2015;80000;Diesel
930;Bangalore;2007;60000;Petrol
931;Ahmedabad;2017;6006;Petrol
932;Kochi;2011;71703;Petrol
933;Hyderabad;2016;33000;Petrol
934;Kolkata;2012;60000;Diesel
935;Jaipur;2015;91000;Diesel
936;Hyderabad;2012;72000;LPG
937;Kolkata;2011;43000;Petrol
938;Coimbatore;2017;63770;Diesel
939;Kolkata;2012;43510;Diesel
940;Mumbai;2017;52000;Diesel
941;Kochi;2018;31427;Diesel
942;Kolkata;2016;29000;Diesel
943;Ahmedabad;2016;56000;Diesel
944;Jaipur;2007;76000;Petrol
945;Coimbatore;2015;53615;Diesel
946;Bangalore;2013;132000;Diesel
947;Pune;2017;14800;Petrol
948;Hyderabad;2013;35433;Petrol
949;Hyderabad;2013;82966;Diesel
950;Jaipur;2014;96000;Diesel
951;Kochi;2017;39528;Diesel
952;Coimbatore;2018;92056;Diesel
953;Pune;2016;14930;Petrol
954;Mumbai;2016;38000;Diesel
955;Delhi;2013;71000;Petrol
956;Delhi;2012;71000;Diesel
957;Pune;2015;50000;Diesel
958;Kochi;2016;48163;Petrol
959;Coimbatore;2017;19168;Petrol
960;Kolkata;2016;26000;Petrol
961;Kolkata;2014;37400;Petrol
962;Mumbai;2018;8682;Diesel
963;Mumbai;2012;95000;Petrol
964;Kolkata;2009;34000;Diesel
965;Mumbai;2014;95000;Diesel
966;Coimbatore;2017;13689;Diesel
967;Jaipur;2008;84000;Petrol
968;Kolkata;2008;47000;Petrol
969;Ahmedabad;2015;60001;Diesel
970;Hyderabad;2012;96000;Diesel
971;Jaipur;2004;47300;Petrol
972;Coimbatore;2014;28246;Petrol
973;Delhi;2007;65000;Petrol
974;Chennai;2013;68000;Diesel
975;Kochi;2019;11209;Diesel
976;Pune;2011;41980;Petrol
977;Bangalore;2012;65000;Diesel
978;Kolkata;2010;38000;Petrol
979;Pune;2014;51000;Petrol
980;Kochi;2014;33855;Petrol
981;Pune;2006;146000;Petrol
982;Bangalore;2015;47037;Diesel
983;Ahmedabad;2010;58000;Petrol
984;Mumbai;2012;61240;Diesel
985;Chennai;2011;91211;Petrol
986;Bangalore;2013;84000;Diesel
987;Mumbai;2008;64226;LPG
988;Bangalore;2005;67000;Petrol
989;Pune;2011;106976;Diesel
990;Kolkata;2016;27210;Diesel
991;Delhi;2017;26322;Diesel
992;Mumbai;2016;9107;Petrol
993;Kochi;2015;63983;Diesel
994;Chennai;2010;134000;Petrol
995;Pune;2015;11000;Petrol
996;Pune;2008;93000;Petrol
997;Coimbatore;2017;24852;Diesel
998;Pune;2014;37632;Petrol
999;Chennai;2013;55000;Petrol
1000;Hyderabad;2010;81448;Petrol
1001;Hyderabad;2018;1900;Petrol
1002;Coimbatore;2012;54957;Petrol
1003;Chennai;2008;55000;Petrol
1004;Kolkata;2013;21983;Diesel
1005;Delhi;2013;76000;Diesel
1006;Jaipur;2016;65000;Diesel
1007;Hyderabad;2015;26000;Diesel
1008;Kochi;2019;11571;Petrol
1009;Hyderabad;2014;81000;Diesel
1010;Coimbatore;2019;23154;Diesel
1011;Mumbai;2014;26856;Petrol
1012;Chennai;2017;67489;Diesel
1013;Bangalore;2008;176000;Diesel
1014;Kolkata;2010;18000;Petrol
1015;Ahmedabad;2014;63003;Diesel
1016;Chennai;2014;80000;Diesel
1017;Coimbatore;2014;56658;Diesel
1018;Kochi;2019;18592;Diesel
1019;Pune;2010;75695;Petrol
1020;Kolkata;2012;82000;Diesel
1021;Chennai;2013;60000;Diesel
1022;Pune;2009;138000;Petrol
1023;Bangalore;2014;67000;Diesel
1024;Coimbatore;2012;42750;Petrol
1025;Kochi;2014;52398;Diesel
1026;Kochi;2014;36657;Petrol
1027;Delhi;2011;77000;Diesel
1028;Delhi;2014;85000;Diesel
1029;Pune;2008;112500;Diesel
1030;Kochi;2013;105072;Diesel
1031;Pune;2012;80000;Petrol
1032;Kochi;2019;3102;Diesel
1033;Coimbatore;2016;14656;Diesel
1034;Hyderabad;2010;105000;Diesel
1035;Hyderabad;2008;61000;Petrol
1036;Pune;2010;85046;Petrol
1037;Delhi;2014;48000;Diesel
1038;Bangalore;2011;55000;Diesel
1039;Mumbai;2017;4000;Petrol
1040;Delhi;2010;94000;Petrol
1041;Coimbatore;2013;61110;Petrol
1042;Chennai;2016;80000;Diesel
1043;Kochi;2015;43190;Diesel
1044;Hyderabad;2015;45000;Diesel
1045;Coimbatore;2016;44178;Petrol
1046;Hyderabad;2015;84415;Diesel
1047;Kolkata;2015;35000;Petrol
1048;Kolkata;2013;44000;Diesel
1049;Hyderabad;2012;67635;Petrol
1050;Coimbatore;2018;18385;Petrol
1051;Kolkata;2014;35000;Diesel
1052;Mumbai;2010;49000;Diesel
1053;Hyderabad;2013;69000;Diesel
1054;Hyderabad;2017;23228;Petrol
1055;Delhi;2014;68462;Diesel
1056;Coimbatore;2016;74611;Diesel
1057;Pune;2014;90000;Diesel
1058;Delhi;2016;22000;Petrol
1059;Hyderabad;2010;58163;Petrol
1060;Chennai;2011;109500;Diesel
1061;Delhi;2017;13363;Diesel
1062;Delhi;2012;51000;Petrol
1063;Hyderabad;2007;103000;Diesel
1064;Kolkata;2009;43002;Petrol
1065;Bangalore;2016;108000;Diesel
1066;Jaipur;2010;82407;Diesel
1067;Kolkata;2013;29000;Petrol
1068;Pune;2012;225000;Diesel
1069;Kolkata;2014;45000;Diesel
1070;Kochi;2010;93401;Diesel
1071;Hyderabad;2017;95802;Diesel
1072;Pune;2016;130000;Diesel
1073;Ahmedabad;2013;67443;Diesel
1074;Kochi;2016;47681;Petrol
1075;Hyderabad;2009;35000;Petrol
1076;Hyderabad;2016;68000;Diesel
1077;Kochi;2019;34688;Diesel
1078;Kolkata;2015;10512;Petrol
1079;Pune;2016;58000;Diesel
1080;Mumbai;2014;40000;Petrol
1081;Bangalore;2010;61000;Petrol
1082;Mumbai;2009;86000;Diesel
1083;Kolkata;2015;45000;Diesel
1084;Ahmedabad;2017;55000;Petrol
1085;Kochi;2016;36855;Petrol
1086;Kochi;2013;46821;Petrol
1087;Kolkata;2015;120000;Petrol
1088;Kolkata;2012;29000;Diesel
1089;Mumbai;2014;40000;Petrol
1090;Delhi;2013;60000;Diesel
1091;Mumbai;2011;64984;Petrol
1092;Pune;2015;73204;Petrol
1093;Bangalore;2014;50000;Diesel
1094;Kolkata;2017;35000;Diesel
1095;Hyderabad;2013;17729;Petrol
1096;Chennai;2012;97000;Diesel
1097;Kochi;2014;89614;Diesel
1098;Kolkata;2015;14000;Petrol
1099;Chennai;2012;50000;Petrol
1100;Delhi;2014;62505;Petrol
1101;Chennai;2011;248000;Diesel
1102;Pune;2012;94900;Diesel
1103;Delhi;2017;55000;Diesel
1104;Coimbatore;2015;53735;Diesel
1105;Coimbatore;2008;53934;Petrol
1106;Bangalore;2013;58500;Diesel
1107;Kolkata;2014;48000;Petrol
1108;Mumbai;2016;24000;Petrol
1109;Mumbai;2016;52001;Petrol
1110;Coimbatore;2018;9565;Petrol
1111;Pune;2013;32953;Petrol
1112;Jaipur;2014;18000;Petrol
1113;Kochi;2018;20446;Petrol
1114;Hyderabad;2016;33016;Diesel
1115;Chennai;2012;48000;Diesel
1116;Coimbatore;2014;72022;Diesel
1117;Ahmedabad;2014;34000;Diesel
1118;Hyderabad;2014;69000;Diesel
1119;Pune;2009;108000;Petrol
1120;Hyderabad;2013;34700;Diesel
1121;Pune;2015;79000;Diesel
1122;Kochi;2016;58197;Petrol
1123;Pune;2008;66000;Petrol
1124;Bangalore;2009;60000;Petrol
1125;Kolkata;2014;57000;Diesel
1126;Coimbatore;2018;45555;Diesel
1127;Coimbatore;2016;55137;Petrol
1128;Jaipur;2014;93325;Diesel
1129;Ahmedabad;2018;38000;Diesel
1130;Kochi;2016;57738;Diesel
1131;Jaipur;2017;38282;Diesel
1132;Delhi;2014;64000;Diesel
1133;Mumbai;2015;32000;Diesel
1134;Bangalore;2010;83000;Petrol
1135;Ahmedabad;2011;76000;CNG
1136;Pune;2012;67200;Petrol
1137;Jaipur;2013;62655;Diesel
1138;Bangalore;2015;16900;Diesel
1139;Delhi;2017;8471;Petrol
1140;Hyderabad;2016;69000;Diesel
1141;Coimbatore;2017;30090;Diesel
1142;Chennai;2011;120000;Diesel
1143;Bangalore;2013;23000;Diesel
1144;Kochi;2016;35939;Petrol
1145;Coimbatore;2013;116694;Diesel
1146;Mumbai;2016;40448;Diesel
1147;Coimbatore;2018;64456;Diesel
1148;Pune;2014;52782;Diesel
1149;Kochi;2016;51672;Petrol
1150;Mumbai;2015;56073;Petrol
1151;Bangalore;2011;65000;Diesel
1152;Chennai;2013;79000;Petrol
1153;Kolkata;2007;43206;Petrol
1154;Mumbai;2010;70200;Petrol
1155;Delhi;2016;42000;Petrol
1156;Bangalore;2014;62000;Petrol
1157;Hyderabad;2017;20000;Petrol
1158;Chennai;2011;80000;Diesel
1159;Kochi;2018;50234;Petrol
1160;Delhi;2016;50003;Petrol
1161;Ahmedabad;2018;1000;Petrol
1162;Jaipur;2016;54897;Diesel
1163;Pune;2007;108995;Petrol
1164;Chennai;2015;73000;Diesel
1165;Ahmedabad;2008;65000;Petrol
1166;Kolkata;2016;32000;Petrol
1167;Ahmedabad;2010;65000;Petrol
1168;Hyderabad;2016;21600;Petrol
1169;Mumbai;2010;39000;Diesel
1170;Mumbai;2011;58075;Petrol
1171;Mumbai;2011;58000;Petrol
1172;Hyderabad;2015;58000;Diesel
1173;Delhi;2008;89000;Petrol
1174;Delhi;2008;72000;Petrol
1175;Kolkata;2017;1800;Petrol
1176;Pune;2010;172050;Diesel
1177;Jaipur;2013;46230;Petrol
1178;Kochi;2014;86925;Diesel
1179;Jaipur;2018;5000;Petrol
1180;Ahmedabad;2014;66000;Diesel
1181;Ahmedabad;2013;119000;Diesel
1182;Chennai;2016;45000;Petrol
1183;Hyderabad;2009;66149;Petrol
1184;Kochi;2014;42070;Petrol
1185;Kolkata;2012;35503;Petrol
1186;Jaipur;2016;41460;Diesel
1187;Mumbai;2015;40600;Petrol
1188;Ahmedabad;2013;87000;Diesel
1189;Chennai;2014;30000;Petrol
1190;Kolkata;2010;27089;Petrol
1191;Coimbatore;2016;53702;Diesel
1192;Hyderabad;2015;51000;Diesel
1193;Kolkata;2012;36542;Diesel
1194;Mumbai;2017;15000;Diesel
1195;Chennai;2012;65000;Diesel
1196;Pune;2014;32000;Petrol
1197;Hyderabad;2017;24393;Diesel
1198;Hyderabad;2019;1000;Petrol
1199;Mumbai;2014;28238;Petrol
1200;Mumbai;2013;59000;Diesel
1201;Mumbai;2012;92000;Petrol
1202;Kolkata;2013;56840;Petrol
1203;Coimbatore;2013;62746;Diesel
1204;Hyderabad;2012;96000;Diesel
1205;Mumbai;2014;24000;Petrol
1206;Mumbai;2016;54000;Diesel
1207;Chennai;2016;90000;Diesel
1208;Kolkata;2010;40000;Petrol
1209;Mumbai;2015;65938;Diesel
1210;Mumbai;2017;16100;Petrol
1211;Hyderabad;2017;3600;Diesel
1212;Jaipur;2011;52000;Petrol
1213;Mumbai;2014;54000;Diesel
1214;Mumbai;2016;15399;Petrol
1215;Bangalore;2012;75000;Petrol
1216;Delhi;2010;76752;Petrol
1217;Mumbai;2005;56000;Petrol
1218;Pune;2015;70000;CNG
1219;Kolkata;2013;46125;Petrol
1220;Ahmedabad;2014;35000;Diesel
1221;Chennai;2003;80000;Diesel
1222;Coimbatore;2012;62729;Diesel
1223;Kolkata;2012;34000;Diesel
1224;Jaipur;1999;70000;Petrol
1225;Jaipur;2009;32000;Petrol
1226;Delhi;2017;21000;Petrol
1227;Pune;2013;49000;Petrol
1228;Chennai;2007;40000;Petrol
1229;Pune;2012;78000;Petrol
1230;Ahmedabad;2012;52000;Diesel
1231;Bangalore;2014;65213;Diesel
1232;Mumbai;2016;170000;Diesel
1233;Kochi;2017;36884;Diesel
1234;Pune;2009;62500;Petrol
1235;Mumbai;2015;68000;Petrol
1236;Kolkata;2014;40748;Petrol
1237;Hyderabad;2013;60000;Diesel
1238;Mumbai;2014;12400;Diesel
1239;Mumbai;2013;87000;Diesel
1240;Pune;2013;20248;Diesel
1241;Coimbatore;2017;52383;Diesel
1242;Delhi;2018;1000;Diesel
1243;Chennai;2016;85000;Diesel
1244;Ahmedabad;2014;47000;Diesel
1245;Pune;2018;17585;Petrol
1246;Coimbatore;2018;32496;Diesel
1247;Kochi;2017;34613;Diesel
1248;Chennai;2015;153000;Diesel
1249;Chennai;2014;54000;Petrol
1250;Kochi;2015;16900;Petrol
1251;Delhi;2013;62334;Petrol
1252;Kochi;2018;23714;Petrol
1253;Jaipur;2010;52325;Petrol
1254;Ahmedabad;2012;50000;Petrol
1255;Hyderabad;2016;55746;Diesel
1256;Bangalore;2014;54000;Petrol
1257;Kolkata;2013;43000;Diesel
1258;Delhi;2014;40000;Diesel
1259;Bangalore;2010;125000;Diesel
1260;Bangalore;2016;51944;Diesel
1261;Kochi;2015;46950;Diesel
1262;Mumbai;2015;23000;Diesel
1263;Mumbai;2014;54546;Petrol
1264;Kochi;2015;51535;Diesel
1265;Kolkata;2013;45000;Diesel
1266;Hyderabad;2012;46004;Petrol
1267;Chennai;2011;124000;Diesel
1268;Kochi;2014;77395;Diesel
1269;Mumbai;2018;10600;CNG
1270;Kochi;2018;22974;Petrol
1271;Jaipur;2009;89000;Petrol
1272;Ahmedabad;2015;65012;Diesel
1273;Ahmedabad;2017;17125;Petrol
1274;Hyderabad;2015;90413;Petrol
1275;Bangalore;2013;37000;Petrol
1276;Jaipur;2006;65000;Petrol
1277;Bangalore;2011;66000;Petrol
1278;Mumbai;2010;86000;Petrol
1279;Pune;2005;98437;Petrol
1280;Kolkata;2010;18000;Petrol
1281;Kochi;2018;35070;Diesel
1282;Pune;2011;42000;Petrol
1283;Kolkata;2009;40000;Petrol
1284;Kolkata;2009;43000;Petrol
1285;Pune;2012;65000;Petrol
1286;Hyderabad;2013;74000;Diesel
1287;Hyderabad;2010;51192;Petrol
1288;Kochi;2014;14262;Petrol
1289;Jaipur;2015;66339;Diesel
1290;Hyderabad;2013;90200;Diesel
1291;Delhi;2015;57854;Diesel
1292;Delhi;2017;32000;Petrol
1293;Mumbai;2015;29631;Petrol
1294;Delhi;2009;55005;Petrol
1295;Kochi;2014;54173;Petrol
1296;Ahmedabad;2014;50000;Petrol
1297;Kolkata;2010;145000;Diesel
1298;Jaipur;2015;78000;Petrol
1299;Delhi;2013;65000;Diesel
1300;Hyderabad;2012;120000;Diesel
1301;Mumbai;2015;14000;Diesel
1302;Kochi;2014;57456;Diesel
1303;Coimbatore;2012;44450;Diesel
1304;Delhi;2013;63777;Petrol
1305;Mumbai;2016;31000;Diesel
1306;Delhi;2012;60000;Petrol
1307;Ahmedabad;2015;78008;Diesel
1308;Bangalore;2014;33000;Diesel
1309;Mumbai;2009;27078;Petrol
1310;Hyderabad;2011;57275;Diesel
1311;Delhi;2014;45000;Diesel
1312;Delhi;2014;57319;Diesel
1313;Chennai;2008;121097;Diesel
1314;Mumbai;2011;89000;Diesel
1315;Bangalore;2012;72000;Petrol
1316;Delhi;2013;36000;Diesel
1317;Jaipur;2013;86000;Diesel
1318;Ahmedabad;2002;85000;Petrol
1319;Pune;2005;120000;Petrol
1320;Kochi;2013;37613;Diesel
1321;Chennai;2007;100000;Petrol
1322;Coimbatore;2016;5240;Petrol
1323;Mumbai;2018;20000;CNG
1324;Coimbatore;2019;16862;Petrol
1325;Coimbatore;2013;59254;Petrol
1326;Jaipur;2014;60000;Diesel
1327;Hyderabad;2015;50295;Petrol
1328;Coimbatore;2014;47674;Petrol
1329;Kochi;2014;61517;Petrol
1330;Coimbatore;2016;62946;Diesel
1331;Delhi;2015;66823;Diesel
1332;Pune;2013;79494;CNG
1333;Chennai;2012;107000;Diesel
1334;Mumbai;2011;55000;Diesel
1335;Mumbai;2017;24000;Petrol
1336;Mumbai;2016;20002;Diesel
1337;Kochi;2016;54317;Petrol
1338;Mumbai;2016;10200;Petrol
1339;Coimbatore;2016;24337;Diesel
1340;Pune;2012;79000;Petrol
1341;Jaipur;2015;40500;Diesel
1342;Pune;2016;23000;Diesel
1343;Pune;2015;63050;Petrol
1344;Mumbai;2008;78000;Petrol
1345;Pune;2005;70000;Petrol
1346;Coimbatore;2012;66245;Petrol
1347;Bangalore;2007;74112;Diesel
1348;Delhi;2011;87670;Petrol
1349;Hyderabad;2015;10000;Diesel
1350;Chennai;2007;62493;Petrol
1351;Kochi;2015;44620;Petrol
1352;Bangalore;2012;66538;Diesel
1353;Ahmedabad;2013;60000;Diesel
1354;Kochi;2011;20842;Petrol
1355;Chennai;2014;110000;Diesel
1356;Mumbai;2011;45000;Petrol
1357;Mumbai;2014;40000;CNG
1358;Coimbatore;2012;49008;Petrol
1359;Kolkata;2016;31000;Petrol
1360;Pune;2013;8000;Petrol
1361;Mumbai;2019;171;Petrol
1362;Kolkata;2018;2100;Petrol
1363;Coimbatore;2018;20667;Petrol
1364;Kolkata;2015;50000;Diesel
1365;Jaipur;2010;100030;Diesel
1366;Pune;2011;75372;Diesel
1367;Kochi;2016;60475;Petrol
1368;Kochi;2019;18453;Petrol
1369;Hyderabad;2008;96578;Diesel
1370;Kolkata;2016;31001;Petrol
1371;Jaipur;2012;65900;Diesel
1372;Bangalore;2017;26246;Petrol
1373;Jaipur;2013;62700;Petrol
1374;Chennai;2008;90000;Petrol
1375;Bangalore;2016;36000;Petrol
1376;Delhi;2016;46000;Diesel
1377;Coimbatore;2017;73003;Diesel
1378;Kochi;2014;46566;Diesel
1379;Jaipur;2015;41493;Diesel
1380;Kochi;2014;103788;Diesel
1381;Bangalore;2016;45000;Diesel
1382;Pune;2009;120000;Petrol
1383;Jaipur;2009;97359;Diesel
1384;Mumbai;2016;62000;Petrol
1385;Pune;2004;115000;Petrol
1386;Kochi;2019;18373;Diesel
1387;Hyderabad;2016;60453;Petrol
1388;Pune;2013;37000;Diesel
1389;Mumbai;2010;69009;Petrol
1390;Hyderabad;2013;30000;Diesel
1391;Delhi;2012;70707;Diesel
1392;Coimbatore;2015;64677;Diesel
1393;Bangalore;2018;3000;Petrol
1394;Bangalore;2013;49000;Diesel
1395;Pune;2010;71000;Diesel
1396;Jaipur;2010;52000;Petrol
1397;Kochi;2016;35659;Diesel
1398;Kochi;2019;5377;Petrol
1399;Delhi;2014;65000;Diesel
1400;Coimbatore;2015;92708;Diesel
1401;Coimbatore;2010;48105;Petrol
1402;Mumbai;2011;46759;Petrol
1403;Jaipur;2013;62000;Diesel
1404;Kolkata;2012;35175;Diesel
1405;Kolkata;2013;70000;Diesel
1406;Kolkata;2017;30000;Diesel
1407;Kolkata;2016;66618;Diesel
1408;Mumbai;2010;69300;Petrol
1409;Kolkata;2017;148000;Diesel
1410;Mumbai;2017;22000;Petrol
1411;Ahmedabad;2013;75000;Diesel
1412;Mumbai;2016;43706;Petrol
1413;Mumbai;2011;42000;Diesel
1414;Pune;2012;65000;Diesel
1415;Delhi;2015;76128;Diesel
1416;Kolkata;2010;39852;Petrol
1417;Mumbai;2017;18673;Petrol
1418;Kolkata;2016;11583;Petrol
1419;Chennai;2007;82000;Petrol
1420;Pune;2017;50000;Diesel
1421;Delhi;2014;77000;Petrol
1422;Mumbai;2014;54890;Petrol
1423;Pune;2016;21000;Petrol
1424;Mumbai;2009;58557;Diesel
1425;Bangalore;2014;70000;Diesel
1426;Mumbai;2017;16000;Petrol
1427;Kochi;2018;8899;Diesel
1428;Kochi;2016;83629;Diesel
1429;Chennai;2014;35059;Petrol
1430;Kochi;2018;30552;Diesel
1431;Kochi;2016;44875;Diesel
1432;Coimbatore;2017;25095;Petrol
1433;Jaipur;2007;59000;Petrol
1434;Kolkata;2014;36000;Diesel
1435;Mumbai;2012;37000;Diesel
1436;Chennai;2010;90000;Diesel
1437;Pune;2018;17000;Petrol
1438;Mumbai;2015;42575;Petrol
1439;Hyderabad;2012;131000;Diesel
1440;Mumbai;2013;74000;Diesel
1441;Mumbai;2013;47234;Diesel
1442;Delhi;2009;231673;Petrol
1443;Hyderabad;2016;10000;Petrol
1444;Kochi;2016;49389;Petrol
